1,6,8,5,2,0,0,1,0,6,1,1,0,0,4,1,3,3,0,0,11,15,1,10,29,0,16,52,0,0,0,1,8,57,82
2,4,0,4,1,1,0,0,0,3,0,2,2,0,2,1,3,1,3,0,11,15,1,10,28,1,13,42,2,3,0,1,10,52,77
1,6,4,5,3,2,2,2,4,4,0,3,1,0,2,1,1,3,3,0,11,15,0,9,24,0,12,38,1,1,0,1,10,46,71
1,4,5,2,1,2,0,3,8,1,3,1,2,2,0,1,3,3,1,0,8,10,1,6,14,0,0,9,0,0,0,0,0,5,84
0,6,2,6,1,0,0,0,0,5,2,0,1,0,3,1,3,1,0,1,13,17,0,10,29,0,16,50,2,1,0,1,8,54,79
1,4,1,4,3,1,3,3,4,4,3,2,0,1,3,1,0,3,0,0,9,12,0,8,21,0,17,45,2,0,0,1,8,52,77
1,6,1,5,2,2,0,2,0,5,1,2,2,0,4,1,0,0,3,0,9,12,0,8,20,1,20,49,0,0,0,1,8,56,80
1,5,5,3,0,0,0,1,6,3,0,2,3,6,2,1,0,0,0,1,12,16,1,11,30,1,17,53,1,2,0,1,6,54,79
1,6,5,4,2,0,1,1,4,3,0,2,1,1,2,2,1,3,3,0,9,11,0,9,20,1,17,43,0,3,4,1,6,44,70
1,4,5,2,1,2,0,2,2,2,0,3,0,0,2,2,0,2,1,1,8,11,0,7,17,1,14,35,2,0,0,1,6,37,63
0,6,3,4,2,1,3,1,1,4,3,1,3,2,3,0,0,0,1,0,8,11,0,8,21,1,17,44,0,0,0,1,8,50,76
2,6,5,3,0,2,0,2,8,3,1,3,1,0,2,2,0,2,3,2,6,6,3,11,22,0,14,41,0,1,0,1,7,45,71
1,5,4,5,3,2,2,2,2,5,3,3,1,0,4,2,1,3,0,0,9,12,0,10,26,2,13,42,0,0,0,1,8,48,74
0,4,3,4,0,0,3,1,2,3,0,1,0,0,2,1,1,3,0,1,12,17,0,9,27,0,12,41,2,1,0,1,11,52,77
1,4,4,3,1,2,1,3,0,3,1,1,3,1,2,2,3,3,1,0,7,9,1,8,18,1,14,35,1,1,0,1,10,46,71
0,6,6,6,2,0,3,3,0,7,0,1,1,0,4,2,1,2,0,0,10,13,1,12,30,0,19,53,0,0,0,2,15,70,9
2,6,7,2,0,2,2,2,8,2,0,2,2,0,1,1,3,3,1,0,6,7,0,8,17,0,6,22,0,2,0,0,0,14,42
0,6,3,5,1,0,0,0,2,5,3,1,1,0,3,0,0,0,1,0,10,12,1,11,27,0,19,52,0,3,0,1,9,57,81
0,4,2,4,0,2,0,3,0,4,0,1,0,0,3,2,3,2,3,1,12,17,1,10,28,0,15,48,2,0,0,1,5,50,76
1,5,8,5,1,0,3,1,1,4,3,3,3,4,3,1,1,1,0,1,9,11,1,9,22,1,19,48,0,3,3,1,7,52,77
1,6,2,6,2,1,0,3,0,6,2,0,1,0,4,2,1,3,0,1,12,19,1,13,36,0,16,58,0,2,0,1,9,64,4
1,5,7,1,3,1,0,3,7,0,0,0,3,5,0,1,1,0,1,0,5,6,0,3,7,1,1,3,2,1,1,0,3,4,62
1,6,3,5,1,0,2,0,2,6,0,1,1,0,4,1,0,3,0,0,11,14,1,14,34,1,23,67,0,0,0,1,7,69,9
1,6,5,4,2,2,1,3,2,4,2,2,2,0,2,0,1,0,0,1,11,15,0,11,28,0,11,41,0,0,0,0,1,34,60
1,6,8,5,1,0,0,3,1,4,1,2,2,0,3,0,0,0,1,1,14,21,2,7,29,1,20,56,0,2,0,1,9,62,3
1,6,7,0,2,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,5,7,0,3,0,0,1,5,0,1,3,1,4,0,0,1,0,1,0,0,0,0,3,2,0,0,0,2,2,0,0,0,0,0
2,6,6,5,2,0,0,1,0,5,3,3,1,0,3,2,1,3,0,0,9,11,1,11,25,1,17,49,0,0,0,1,12,62,3
0,6,2,6,1,1,2,0,0,7,1,0,0,0,4,0,0,1,0,1,12,17,2,8,25,1,21,53,2,3,0,1,10,60,1
2,4,4,3,0,1,1,3,0,3,0,2,2,0,2,1,0,2,0,1,11,16,1,10,27,0,14,44,0,0,0,1,9,51,76
0,6,6,6,0,2,2,2,0,6,0,0,2,0,5,2,1,3,3,0,10,13,0,10,25,1,23,58,1,1,0,1,10,66,6
1,5,2,5,0,2,0,3,0,5,1,3,3,0,3,2,1,3,3,0,8,9,3,11,24,1,17,48,0,1,0,1,7,51,77
2,5,4,5,0,2,3,3,2,5,1,2,1,0,4,2,0,3,3,0,8,12,1,12,28,1,22,60,2,3,0,1,5,61,1
1,4,0,4,3,0,0,0,0,4,0,1,0,0,2,2,0,3,0,1,9,13,1,11,28,1,14,46,0,2,0,1,10,56,81
1,6,5,3,0,1,1,3,4,3,1,2,1,0,2,1,0,3,0,0,8,11,0,9,22,0,14,40,2,3,0,1,7,45,71
2,5,7,2,0,2,2,2,6,2,0,2,2,0,1,1,1,3,1,0,7,8,0,8,18,0,10,29,1,0,0,0,0,23,49
1,4,5,3,1,0,2,0,4,2,1,3,3,6,1,2,1,2,3,0,8,11,0,8,21,0,8,28,0,1,0,0,2,24,50
0,4,0,5,3,0,0,0,0,4,2,0,3,0,2,2,0,3,1,3,16,24,0,9,35,1,16,54,2,2,0,1,6,54,79
2,7,6,7,3,0,2,0,1,7,0,2,0,0,5,0,1,0,3,0,11,15,1,15,36,0,17,57,2,0,0,2,11,67,7
1,6,7,2,0,0,0,1,6,2,0,2,0,0,2,2,1,3,0,0,8,11,0,6,16,0,15,36,1,1,0,1,7,41,67
0,7,7,1,2,0,3,1,6,1,1,0,0,1,1,0,1,1,1,0,4,3,1,7,12,2,9,21,0,3,8,0,0,16,43
0,6,6,6,3,2,2,2,8,5,0,0,2,0,3,0,1,0,3,0,11,14,0,9,23,0,17,46,0,2,0,1,8,52,77
0,6,8,5,1,2,0,2,0,5,0,3,1,0,4,0,1,3,1,1,11,15,2,8,22,0,15,42,2,2,0,1,10,51,76
0,6,5,4,3,2,2,2,7,2,2,1,1,5,1,0,3,1,3,0,9,13,0,8,22,1,10,33,0,1,2,0,0,27,54
1,6,3,6,1,0,3,1,0,6,1,0,3,0,4,1,3,3,3,3,13,19,0,9,28,0,18,51,2,3,1,1,5,52,77
1,5,5,3,2,1,0,3,4,3,0,0,1,0,2,1,0,2,1,0,9,11,0,8,19,0,16,41,0,1,0,1,10,51,77
2,6,4,6,2,1,1,1,1,5,0,2,0,0,3,2,0,2,1,0,8,9,0,9,21,1,20,51,1,0,0,1,10,59,83
2,4,0,4,1,0,0,1,0,4,3,3,3,1,2,2,1,3,0,0,9,11,0,9,21,3,16,41,2,0,0,1,11,53,78
2,4,8,4,2,0,0,1,0,4,3,3,0,0,2,2,1,3,1,0,10,14,0,8,23,1,13,39,2,2,0,1,6,43,69
0,4,4,4,2,0,0,0,0,5,0,0,1,0,4,1,1,3,1,3,13,19,0,10,31,0,17,53,1,0,0,1,7,57,82
0,7,3,7,2,1,0,3,2,7,1,1,3,4,5,1,0,2,1,1,14,20,1,11,34,1,19,60,0,2,0,2,13,74,14
0,6,8,5,0,2,0,3,4,5,1,0,0,0,3,1,1,3,1,2,6,7,1,11,21,0,14,40,2,2,0,1,5,41,67
1,3,8,3,1,2,1,2,0,3,1,3,3,0,2,1,1,0,1,0,8,11,1,9,20,1,11,31,2,2,0,1,10,41,67
2,4,0,5,2,1,3,3,0,5,1,3,2,0,4,2,0,2,1,0,10,12,0,10,27,0,22,59,0,1,0,1,11,68,8
1,7,7,1,1,1,1,1,6,1,1,2,0,0,1,1,0,2,1,1,6,5,0,5,11,1,9,20,0,1,0,0,4,21,48
2,5,1,5,0,1,2,2,0,4,3,3,2,0,3,1,0,3,0,0,12,17,0,9,27,1,19,55,2,2,0,1,6,55,80
1,5,8,4,3,1,0,3,7,0,0,0,0,3,0,2,0,2,0,0,10,15,3,0,11,1,0,5,2,1,1,0,4,5,84
0,3,1,4,3,0,1,0,0,3,0,0,2,0,2,2,0,3,1,0,9,12,1,12,28,3,16,49,0,0,0,1,11,58,83
0,6,7,3,0,2,3,3,3,2,2,0,1,1,1,2,0,2,3,1,10,12,1,10,24,1,7,30,2,2,0,0,0,24,50
2,7,1,7,1,0,0,2,0,7,2,2,1,0,6,1,1,2,0,1,12,16,3,14,34,0,18,58,0,2,0,2,13,72,12
0,5,4,5,1,0,1,1,0,6,2,0,1,0,4,0,1,2,0,0,8,8,1,14,27,1,17,48,0,3,0,2,15,66,6
1,6,1,6,1,0,1,2,0,6,0,2,0,0,4,0,1,1,1,0,11,13,1,10,25,0,20,54,1,0,0,2,13,68,8
1,4,3,3,2,2,1,2,1,3,2,2,0,0,2,0,1,1,1,1,9,12,1,10,25,1,14,42,0,2,0,1,11,52,77
2,5,7,1,0,2,0,2,6,1,2,2,2,0,1,2,1,3,1,2,5,5,0,6,9,0,7,16,2,3,0,0,3,16,43
0,6,5,3,3,2,0,2,3,3,0,0,3,6,2,2,1,3,1,2,8,9,1,11,23,1,15,44,1,2,0,1,11,55,80
2,4,7,2,1,2,1,3,3,2,1,2,2,1,1,1,1,2,1,0,6,5,0,6,10,1,11,24,0,1,0,0,0,17,44
0,6,8,5,3,0,0,0,6,4,2,0,3,4,3,2,3,3,1,0,10,13,1,11,27,0,15,45,0,2,0,1,7,50,76
2,5,1,6,3,2,0,3,4,6,2,2,2,0,4,1,1,3,1,0,12,17,1,14,35,1,20,62,0,0,0,1,12,73,13
2,5,6,4,2,1,3,2,0,4,3,3,1,0,3,1,0,0,3,2,6,5,1,11,20,3,19,47,2,1,0,1,8,52,77
1,4,4,4,1,0,2,0,0,3,1,0,1,0,2,0,3,1,1,0,12,16,0,10,28,0,12,40,0,2,0,1,11,51,77
0,7,8,6,0,2,0,2,2,6,0,0,2,0,4,0,1,2,0,2,9,12,1,11,26,1,18,49,0,3,0,1,10,56,80
0,5,1,5,0,2,2,2,0,5,0,1,2,0,3,2,1,3,1,0,11,16,0,10,28,3,19,53,1,0,0,1,9,61,2
1,6,0,7,1,2,0,2,0,6,2,2,0,0,5,0,3,1,0,0,9,13,1,11,28,2,15,47,1,3,0,2,13,62,3
0,5,5,4,2,1,0,3,1,3,0,1,0,0,2,1,1,1,0,1,10,14,0,8,24,1,16,44,2,0,0,1,10,53,78
2,7,1,6,3,1,0,2,1,6,0,2,2,0,3,2,0,2,1,0,10,13,0,11,25,2,14,42,0,3,0,1,10,53,78
2,6,6,6,1,2,3,3,0,6,0,2,0,0,4,2,1,2,1,0,11,14,1,11,28,3,23,61,2,0,0,1,6,60,1
2,4,4,3,3,0,3,1,8,2,1,2,1,0,1,2,1,3,1,0,9,13,1,7,20,1,10,29,1,2,0,0,6,33,59
1,6,1,6,1,0,3,1,0,6,0,3,0,0,4,1,1,0,1,1,11,15,0,10,27,2,14,45,0,3,0,1,7,50,75
2,3,0,3,2,0,0,0,0,3,0,3,3,0,2,2,0,2,1,0,9,13,0,8,21,0,13,38,0,3,0,1,11,51,76
2,6,2,6,2,1,1,3,0,7,2,2,0,0,4,1,3,3,1,1,14,19,0,10,31,2,13,45,2,3,0,1,6,48,74
2,5,5,2,3,1,0,3,7,0,0,2,3,5,0,1,1,3,1,0,6,8,3,1,6,0,2,3,0,3,7,0,0,0,0
0,6,5,5,0,2,1,3,4,5,2,0,1,0,4,1,0,1,3,1,11,16,0,10,28,0,19,55,2,3,0,2,11,65,5
1,3,0,4,1,0,0,0,0,4,0,0,3,0,3,2,0,2,0,0,8,11,1,13,29,2,15,48,1,3,0,1,11,57,82
0,6,5,4,1,0,0,0,2,4,2,0,1,0,3,1,1,1,1,2,8,10,1,13,28,0,13,46,2,0,0,1,7,48,74
1,4,5,2,3,2,1,3,7,0,0,1,3,7,0,1,3,1,0,2,7,8,1,0,3,1,1,2,0,2,4,0,0,0,0
